Player,Pos,Squad,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgR
Matteo Gabbia,DF,Milan,613,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,1.0
Manolo Gabbiadini,"FW,MF",Sampdoria,2354,7,2,9,7,0,0,6,0,7.4,7.4,4.5,11.9,32.0,111.0
Gianluca Gaetano,MF,Napoli,76,1,1,2,1,0,0,0,0,1.1,1.1,0.2,1.2,4.0,9.0
Roberto Gagliardini,MF,Inter,783,0,0,0,0,0,0,5,1,0.9,0.9,0.3,1.1,20.0,22.0
Adolfo Gaich,FW,Hellas Verona,726,2,0,2,2,0,0,2,0,2.5,2.5,0.4,2.9,6.0,33.0
Cody Gakpo,"FW,MF",Liverpool,1458,7,2,9,7,0,0,0,0,6.2,6.2,2.7,8.9,36.0,109.0
Javi Galán,DF,Celta Vigo,3160,0,3,3,0,0,0,6,0,0.6,0.6,4.1,4.6,141.0,244.0
Iñigo Ruiz de Galarreta,MF,Mallorca,2449,0,1,1,0,0,0,12,0,0.3,0.3,1.4,1.7,20.0,21.0
Pablo Galdames Millán,MF,Cremonese,734,1,2,3,1,0,0,2,0,0.3,0.3,1.1,1.4,5.0,17.0
Conor Gallagher,MF,Chelsea,1621,3,1,4,3,0,0,11,1,2.5,2.5,2.3,4.7,40.0,104.0
Antonino Gallo,DF,Lecce,2486,0,1,1,0,0,0,5,1,0.6,0.6,1.9,2.6,71.0,65.0
Gauthier Gallon,GK,Troyes,2667,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Gamboa,DF,Bochum,1477,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,10.0,21.0
Kévin Gameiro,FW,Strasbourg,2098,10,0,10,9,1,2,1,1,8.0,6.3,3.3,9.6,48.0,158.0
Idrissa Gana Gueye,MF,Everton,2577,0,1,1,0,0,0,7,0,0.7,0.7,1.1,1.8,27.0,19.0
Silvère Ganvoula M'Boussy,"FW,MF",Bochum,247,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.9,5.0,19.0
Aleix García,MF,Girona,2337,1,5,6,1,0,0,1,0,1.8,1.8,6.2,8.0,41.0,76.0
Álvaro García,"FW,MF",Rayo Vallecano,2870,5,5,10,5,0,0,7,0,3.6,3.6,5.7,9.3,116.0,293.0
Borja García,"MF,FW",Girona,679,1,0,1,1,0,0,1,0,0.7,0.7,0.6,1.3,7.0,32.0
Carlos García,DF,Cádiz,25,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0
Dani García,MF,Athletic Club,1485,0,2,2,0,0,0,6,0,1.4,1.4,0.7,2.1,6.0,8.0
David García,DF,Osasuna,2680,2,0,2,2,0,0,8,1,0.7,0.7,0.4,1.1,16.0,4.0
Eric García,"DF,MF",Barcelona,1417,1,0,1,1,0,0,3,0,1.6,1.6,0.2,1.8,25.0,6.0
Fran Garcia,DF,Rayo Vallecano,3407,2,3,5,2,0,0,1,0,1.2,1.2,1.6,2.8,183.0,167.0
Joan García,GK,Espanyol,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl García,"FW,MF",Athletic Club,967,2,3,5,2,0,0,4,0,5.2,5.2,1.1,6.3,12.0,62.0
Rubén García,"FW,MF",Osasuna,1159,2,2,4,2,0,0,2,0,1.8,1.8,2.0,3.8,16.0,92.0
Unai García,DF,Osasuna,1713,0,1,1,0,0,0,6,1,0.2,0.2,0.1,0.3,11.0,3.0
Alejandro Garnacho,"FW,MF",Manchester Utd,569,3,2,5,3,0,0,3,0,3.0,3.0,1.0,4.1,33.0,85.0
James Garner,"MF,DF",Everton,804,0,1,1,0,0,0,3,0,0.8,0.8,0.5,1.3,8.0,18.0
Felix Garreta,DF,Betis,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix Garrido,FW,Barcelona,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sékou Gassama,FW,Valladolid,36,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1.0,1.0
Johan Gastien,MF,Clermont Foot,2603,4,3,7,4,0,0,7,0,1.2,1.2,2.1,3.3,13.0,27.0
Federico Gatti,DF,Juventus,1448,0,0,0,0,0,0,4,0,0.6,0.6,1.5,2.0,18.0,13.0
Gavi,"MF,FW",Barcelona,2531,2,4,6,2,0,0,10,0,3.2,3.2,3.7,6.9,49.0,153.0
Paulo Gazzaniga,GK,Girona,2520,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,0.0,0.0
David de Gea,GK,Manchester Utd,3420,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0
Dario Gebuhr,DF,Eint Frankfurt,21,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Geiger,MF,Hoffenheim,1952,1,3,4,1,0,0,9,0,0.2,0.2,2.7,2.9,21.0,22.0
Joe Gelhardt,FW,Leeds United,212,0,2,2,0,0,0,1,0,0.8,0.8,0.5,1.3,2.0,21.0
Valentin Gendrey,DF,Lecce,3101,0,2,2,0,0,0,4,0,0.6,0.6,2.9,3.5,47.0,107.0
Denis Genreau,MF,Toulouse,657,0,1,1,0,0,0,3,0,0.6,0.6,0.7,1.3,9.0,34.0
Yannick Gerhardt,MF,Wolfsburg,1866,6,4,10,6,0,0,3,0,5.7,5.7,2.2,7.9,12.0,88.0
Valère Germain,"FW,MF",Montpellier,688,2,0,2,2,0,0,1,1,2.5,2.5,0.6,3.1,6.0,46.0
Gerson,MF,Marseille,417,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,9.0,29.0
Ismaël Gharbi,"MF,FW",Paris S-G,58,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3.0,8.0
Paolo Ghiglione,DF,Cremonese,711,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.5,5.0,35.0
Saman Ghoddos,"MF,FW",Brentford,139,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.5,1.0,6.0
Faouzi Ghoulam,DF,Angers,479,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.8,4.0,20.0
Niko Gießelmann,DF,Union Berlin,1302,0,2,2,0,0,0,4,0,1.1,1.1,1.7,2.8,14.0,50.0
Samuel Gigot,DF,Marseille,1879,2,2,4,2,0,0,5,2,2.6,2.6,0.4,3.0,33.0,19.0
Rafał Gikiewicz,GK,Augsburg,2070,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
David Gil,GK,Cádiz,360,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Gil,DF,Espanyol,2559,0,1,1,0,0,0,14,0,0.6,0.6,2.9,3.5,39.0,111.0
Mario Gila,DF,Lazio,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
Billy Gilmour,MF,Brighton,507,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.8,5.0,4.0
Álvaro Giménez,FW,Cádiz,17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
Gvidas Gineitis,MF,Torino,136,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3.0,7.0
Matthias Ginter,DF,Freiburg,3060,4,1,5,4,0,0,3,0,1.9,1.9,0.9,2.9,23.0,11.0
Andrei Girotto,"DF,MF",Nantes,3149,1,1,2,1,0,0,7,0,1.7,1.7,1.9,3.6,14.0,7.0
Olivier Giroud,FW,Milan,2139,13,5,18,10,3,3,8,1,12.7,10.4,4.0,14.4,12.0,152.0
Serge Gnabry,"FW,MF",Bayern Munich,1941,14,5,19,13,1,1,0,0,11.2,10.4,5.3,15.7,74.0,217.0
Degnand Gnonto,"FW,MF",Leeds United,1354,2,4,6,2,0,0,7,0,1.8,1.8,2.2,4.0,66.0,136.0
Ben Godfrey,DF,Everton,802,0,1,1,0,0,0,2,0,1.2,1.2,0.2,1.4,9.0,7.0
Aleksandr Golovin,"MF,FW",Monaco,2464,8,7,15,8,0,0,5,0,5.3,5.3,5.8,11.1,89.0,210.0
André Gomes,MF,Lille,1629,3,2,5,3,0,0,6,0,1.1,1.1,1.2,2.3,26.0,33.0
Angel Gomes,MF,Lille,2816,2,6,8,1,1,1,8,0,4.6,3.8,3.1,6.9,39.0,115.0
João Gomes,MF,Wolves,653,1,0,1,1,0,0,5,0,0.3,0.3,0.2,0.4,7.0,8.0
Toti Gomes,DF,Wolves,984,1,0,1,1,0,0,6,0,0.4,0.4,0.3,0.7,4.0,23.0
Dani Gómez,"MF,FW",Espanyol,88,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,9.0
Joe Gomez,DF,Liverpool,1466,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,15.0,5.0
Maxi Gómez,FW,Valencia,108,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1.0,1.0
Moi Gómez,"MF,FW",Osasuna,2453,3,2,5,3,0,0,5,0,1.8,1.8,4.5,6.2,37.0,67.0
Papu Gómez,"FW,MF",Sevilla,1065,1,1,2,1,0,0,4,0,1.4,1.4,1.7,3.1,34.0,67.0
Sergi Gómez,DF,Espanyol,2339,0,0,0,0,0,0,1,2,0.9,0.9,0.4,1.3,2.0,1.0
Sergio Gómez,"DF,MF",Manchester City,349,0,1,1,0,0,0,0,0,0.4,0.4,1.2,1.5,10.0,20.0
Antonio Gomis,GK,Atlético Madrid,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Gonalons,MF,Clermont Foot,1449,1,0,1,1,0,0,3,0,0.5,0.5,0.5,1.0,10.0,3.0
Diego González,DF,Elche,958,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,1.0,2.0
Édgar González,DF,Betis,1772,0,0,0,0,0,0,8,2,1.2,1.2,0.8,2.0,7.0,2.0
Giovanni González,DF,Mallorca,926,0,2,2,0,0,0,5,0,0.2,0.2,1.2,1.4,10.0,39.0
Joan Gonzàlez,MF,Lecce,2197,1,3,4,1,0,0,8,0,1.5,1.5,1.3,2.8,18.0,67.0
Oumar Gonzalez,DF,Ajaccio,2578,0,0,0,0,0,0,10,0,1.0,1.0,0.0,1.1,12.0,5.0
Roberto González,"FW,MF",Betis,54,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1.0,1.0
Jacek Góralski,MF,Bochum,146,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,0.0
Leon Goretzka,MF,Bayern Munich,1728,3,2,5,3,0,0,5,0,4.7,4.7,2.3,7.1,42.0,62.0
Andoni Gorosabel,DF,Real Sociedad,1708,0,0,0,0,0,0,3,0,0.6,0.6,1.0,1.6,42.0,75.0
Robin Gosens,DF,Inter,1184,3,0,3,3,0,0,2,0,3.0,3.0,2.4,5.3,29.0,102.0
Mario Götze,MF,Eint Frankfurt,2740,3,1,4,3,0,0,6,0,3.2,3.2,5.3,8.5,57.0,212.0
Jeffrey Gouweleeuw,DF,Augsburg,2795,0,1,1,0,0,0,12,0,1.4,1.4,2.1,3.6,18.0,10.0
Jonathan Gradit,DF,Lens,2823,1,3,4,1,0,0,7,0,0.8,0.8,1.1,2.0,41.0,9.0
José Gragera,"MF,DF",Espanyol,460,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,0.0,3.0
Alberto Grassi,MF,Empoli,1194,0,0,0,0,0,0,3,0,0.6,0.6,0.4,0.9,5.0,10.0
Ryan Gravenberch,MF,Bayern Munich,576,0,0,0,0,0,0,1,0,0.9,0.9,0.5,1.4,11.0,31.0
Demarai Gray,"FW,MF",Everton,2507,4,1,5,2,2,2,3,0,6.2,4.7,3.8,8.5,94.0,199.0
Adrian Grbić,"MF,FW",Lorient,25,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1.0,2.0
Ivo Grbić,GK,Atlético Madrid,922,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Grealish,FW,Manchester City,2055,5,7,12,5,0,0,4,0,4.6,4.6,7.1,11.7,143.0,310.0
Sam Greenwood,"MF,FW",Leeds United,424,1,2,3,1,0,0,1,0,0.7,0.7,1.1,1.8,7.0,10.0
Michael Gregoritsch,FW,Freiburg,2150,10,4,14,10,0,0,6,0,10.0,10.0,3.0,13.0,22.0,124.0
Dominik Greif,GK,Mallorca,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Greiml,DF,Schalke 04,358,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4.0,1.0
Clément Grenier,MF,Mallorca,718,0,0,0,0,0,0,7,0,0.2,0.2,1.1,1.3,4.0,26.0
Antoine Griezmann,"FW,MF",Atlético Madrid,2859,15,16,31,15,0,0,2,0,12.3,12.3,13.8,26.1,99.0,202.0
Vincenzo Grifo,"MF,FW",Freiburg,2408,15,5,20,8,7,8,2,0,10.3,3.9,5.5,9.4,65.0,124.0
Lennart Grill,GK,Union Berlin,450,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Groß,MF,Werder Bremen,1886,1,1,2,1,0,0,4,0,0.2,0.2,0.5,0.6,22.0,17.0
Pascal Groß,"MF,DF",Brighton,3239,9,8,17,9,0,0,6,0,5.4,5.4,10.9,16.3,62.0,209.0
Brajan Gruda,MF,Mainz 05,4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0
Ilia Gruev,MF,Werder Bremen,1584,0,0,0,0,0,0,2,0,0.3,0.3,0.8,1.2,26.0,12.0
Carlos Gruezo,MF,Augsburg,961,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,2.0,5.0
Vicente Guaita,GK,Crystal Palace,2430,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Guardado,MF,Betis,1373,1,1,2,1,0,0,7,0,0.3,0.3,1.1,1.4,14.0,13.0
Nemanja Gudelj,"DF,MF",Sevilla,2779,3,1,4,3,0,0,8,0,1.7,1.7,0.4,2.1,29.0,6.0
Gabriel Gudmundsson,"DF,FW",Lille,838,0,0,0,0,0,0,3,0,0.5,0.5,0.9,1.3,44.0,57.0
Gonçalo Guedes,"FW,MF",Wolves,707,1,1,2,1,0,0,1,0,1.2,1.2,0.5,1.7,20.0,54.0
Axel Gueguin,"FW,MF",Montpellier,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
Marc Guéhi,DF,Crystal Palace,3329,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,17.0,3.0
Mattéo Guendouzi,MF,Marseille,2108,2,4,6,1,1,1,3,0,3.3,2.5,2.1,4.6,50.0,100.0
Javier Guerra,MF,Valencia,605,1,0,1,1,0,0,0,0,0.9,0.9,1.1,2.0,17.0,16.0
Raphaël Guerreiro,"DF,MF",Dortmund,2290,4,12,16,4,0,0,4,0,2.7,2.7,7.6,10.3,85.0,163.0
Axel Guessand,DF,Udinese,79,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Evann Guessand,"FW,MF",Nantes,1260,3,2,5,3,0,0,2,0,2.6,2.6,1.3,3.9,46.0,97.0
Ander Guevara,MF,Real Sociedad,221,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,4.0,3.0
Josuha Guilavogui,"DF,MF",Wolfsburg,1180,1,0,1,1,0,0,4,0,0.5,0.5,0.4,1.0,4.0,6.0
Frederic Guilbert,DF,Strasbourg,1461,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,21.0,52.0
Bruno Guimarães,MF,Newcastle Utd,2726,4,5,9,4,0,0,7,0,2.8,2.8,4.0,6.8,41.0,42.0
Rafik Guitane,FW,Reims,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Péter Gulácsi,GK,RB Leipzig,540,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Gulde,DF,Freiburg,643,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,6.0,5.0
Gerard Gumbau,MF,Elche,2737,1,6,7,1,0,0,11,0,2.3,2.3,6.2,8.5,18.0,52.0
Robert Gumny,DF,Augsburg,2015,1,2,3,1,0,0,5,1,0.7,0.7,0.7,1.4,23.0,59.0
İlkay Gündoğan,MF,Manchester City,2353,8,4,12,8,0,1,0,0,7.5,6.7,3.3,10.0,53.0,124.0
Christian Günter,"DF,MF",Freiburg,2748,1,4,5,1,0,0,5,0,1.2,1.2,5.1,6.4,43.0,128.0
Gorka Guruzeta,FW,Athletic Club,1421,6,1,7,6,0,0,2,0,6.1,6.1,1.0,7.1,15.0,93.0
Malo Gusto,DF,Lyon,1595,0,1,1,0,0,0,1,0,0.4,0.4,3.1,3.5,66.0,147.0
Raúl Guti,MF,Elche,1117,0,0,0,0,0,0,1,0,1.6,1.6,0.1,1.7,4.0,17.0
Miguel Gutiérrez,DF,Girona,2390,2,3,5,2,0,0,6,0,0.8,0.8,3.3,4.1,81.0,148.0
Joško Gvardiol,DF,RB Leipzig,2170,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.5,27.0,4.0
Darko Gyabi,FW,Leeds United,8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0
Emmanuel Gyasi,"FW,DF",Spezia,2810,2,0,2,2,0,0,10,0,4.0,4.0,1.9,5.9,35.0,154.0
Norbert Gyömbér,DF,Salernitana,1740,0,1,1,0,0,0,5,0,0.7,0.7,0.6,1.4,5.0,2.0
Christian Gytkjær,"FW,MF",Monza,559,1,0,1,1,0,1,0,0,3.9,3.1,0.3,3.4,1.0,32.0
Erling Haaland,FW,Manchester City,2769,36,8,44,29,7,7,5,0,28.4,23.0,5.3,28.3,35.0,151.0
Nicolas Haas,MF,Empoli,1156,1,1,2,1,0,0,2,0,1.2,1.2,0.9,2.1,10.0,23.0
Janik Haberer,MF,Union Berlin,2187,5,1,6,5,0,0,1,0,3.3,3.3,2.1,5.4,21.0,84.0
Alexander Hack,DF,Mainz 05,1132,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,1.0,0.0
Munir El Haddadi,"MF,FW",Getafe,1150,3,1,4,3,0,0,4,0,2.7,2.7,1.2,3.9,20.0,84.0
Jaouen Hadjam,DF,Nantes,805,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,22.0,39.0
Dennis Hadzikadunic,DF,Mallorca,614,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1.0,0.0
André Hahn,"FW,MF",Augsburg,391,2,0,2,2,0,0,1,0,0.4,0.4,0.0,0.4,3.0,10.0
Amadou Haidara,MF,RB Leipzig,1430,2,1,3,2,0,0,7,0,2.8,2.8,1.5,4.3,10.0,8.0
Massadio Haïdara,"DF,MF",Lens,1671,0,1,1,0,0,0,5,0,2.1,2.1,1.1,3.2,23.0,58.0
Achraf Hakimi,"DF,MF",Paris S-G,2053,5,3,8,5,0,0,7,2,3.8,3.8,3.0,6.8,85.0,229.0
Lewis Hall,DF,Chelsea,654,0,0,0,0,0,0,1,0,0.9,0.9,2.2,3.1,19.0,40.0
Sébastien Haller,FW,Dortmund,1225,9,3,12,9,0,1,1,0,8.4,7.7,2.3,10.0,11.0,65.0
Marcel Halstenberg,DF,RB Leipzig,1557,1,1,2,1,0,0,2,0,1.1,1.1,2.1,3.3,22.0,66.0
Mathis Hamdi,DF,Troyes,69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
Ben Hamed Touré,FW,Ajaccio,209,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2.0,8.0
Romain Hamouma,"FW,MF",Ajaccio,1079,2,2,4,2,0,0,5,2,3.0,3.0,2.3,5.3,29.0,110.0
Saïd Hamulic,FW,Toulouse,104,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1.0,3.0
Andreas Hanche-Olsen,DF,Mainz 05,1497,1,3,4,1,0,0,5,0,0.4,0.4,1.2,1.6,6.0,10.0
Samir Handanović,GK,Inter,1234,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Amine Harit,"MF,FW",Marseille,515,0,0,0,0,0,0,1,0,0.5,0.5,1.5,2.0,19.0,54.0
Luke Harris,"MF,FW",Fulham,13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Harrison,"FW,MF",Leeds United,2708,5,7,12,5,0,0,2,0,4.7,4.7,5.1,9.8,103.0,255.0
Abdou Harroui,MF,Sassuolo,647,2,0,2,2,0,0,2,0,1.5,1.5,0.3,1.8,21.0,32.0
Makoto Hasebe,DF,Eint Frankfurt,1306,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,9.0,2.0
Haissem Hassan,"FW,MF",Villarreal,52,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0
Hans Hateboer,DF,Atalanta,1397,1,1,2,1,0,0,7,0,1.3,1.3,1.5,2.8,16.0,73.0
Kai Havertz,"FW,MF",Chelsea,2569,7,1,8,6,1,1,5,0,11.6,10.8,3.8,14.6,59.0,218.0
Eden Hazard,FW,Real Madrid,196,0,1,1,0,0,1,0,0,1.0,0.2,0.5,0.7,6.0,25.0
Thorgan Hazard,"FW,DF",Dortmund,464,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.3,21.0,50.0
Rhys Healey,FW,Toulouse,64,2,0,2,2,0,0,1,0,0.4,0.4,0.2,0.6,1.0,7.0
Jan Paul van Hecke,DF,Brighton,295,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.6,3.0,0.0
Jonas Hector,DF,Köln,2824,0,2,2,0,0,0,3,0,1.7,1.7,3.9,5.6,54.0,122.0
Hwang Hee-chan,"FW,MF",Wolves,1130,3,1,4,3,0,0,1,0,2.9,2.9,1.1,4.0,25.0,60.0
Gauthier Hein,"MF,FW",Auxerre,1874,2,0,2,2,0,0,1,0,3.9,3.9,3.1,7.0,61.0,142.0
Dominique Heintz,DF,Bochum,795,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3.0,2.0
Dean Henderson,GK,Nott'ham Forest,1620,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Henderson,MF,Liverpool,2074,0,2,2,0,0,0,2,0,1.4,1.4,3.2,4.5,37.0,90.0
Liam Henderson,MF,Empoli,1007,0,1,1,0,0,0,9,0,0.5,0.5,1.4,1.9,11.0,38.0
Jack Hendry,DF,Cremonese,220,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0
Wayne Hennessey,GK,Nott'ham Forest,271,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Henrichs,"DF,MF",RB Leipzig,2188,2,2,4,2,0,0,8,0,1.2,1.2,1.8,3.0,48.0,149.0
Henrique,"DF,FW",Lyon,356,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,4.0
Luiz Henrique,FW,Betis,1807,1,3,4,1,0,0,6,0,2.9,2.9,2.9,5.8,61.0,137.0
Matheus Henrique,MF,Sassuolo,1947,4,1,5,4,0,0,4,0,2.9,2.9,1.8,4.6,40.0,68.0
Rico Henry,DF,Brentford,3238,0,2,2,0,0,0,4,0,1.6,1.6,2.7,4.2,55.0,111.0
Thomas Henry,FW,Hellas Verona,1030,2,0,2,2,0,0,4,0,1.7,1.7,1.1,2.8,3.0,58.0
Christophe Hérelle,DF,Brest,1060,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2.0,2.0
Mario Hermoso,DF,Atlético Madrid,2110,3,2,5,3,0,0,7,2,2.1,2.1,1.4,3.5,23.0,17.0
Javi Hernández,DF,Girona,1116,1,2,3,1,0,0,3,0,1.3,1.3,0.9,2.2,41.0,25.0
Aridane Hernández,DF,Osasuna,1793,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,6.0,0.0
Lucas Hernández,DF,Bayern Munich,476,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3.0,4.0
Luis Hernández,DF,Cádiz,3149,0,0,0,0,0,0,8,1,0.3,0.3,0.9,1.2,10.0,8.0
Mario Hernández,DF,Rayo Vallecano,103,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4.0,0.0
Theo Hernández,DF,Milan,2771,4,3,7,3,1,1,7,0,4.1,3.3,3.3,6.6,108.0,146.0
Jorge Herrando,DF,Osasuna,25,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Ander Herrera,MF,Athletic Club,697,0,1,1,0,0,0,4,1,0.5,0.5,0.9,1.4,8.0,14.0
Sergio Herrera,GK,Osasuna,1530,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
Yangel Herrera,"MF,FW",Girona,963,2,2,4,2,0,0,4,0,2.3,2.3,1.0,3.3,18.0,56.0
Patrick Herrmann,"FW,MF",M'Gladbach,164,1,0,1,1,0,0,2,0,0.4,0.4,0.5,0.8,7.0,19.0
Son Heung-min,"MF,FW",Tottenham,2888,10,6,16,10,0,0,2,0,10.1,10.1,6.5,16.6,82.0,196.0
Aaron Hickey,DF,Brentford,1916,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.8,41.0,47.0
Isak Hien,DF,Hellas Verona,2607,0,0,0,0,0,0,9,0,0.3,0.3,0.1,0.4,17.0,2.0
Omar El Hilali,"DF,MF",Espanyol,92,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.0
Piero Hincapié,"DF,MF",Leverkusen,2457,1,1,2,1,0,0,13,3,1.3,1.3,1.0,2.4,46.0,42.0
Jack Hinshelwood,FW,Brighton,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Morten Hjulmand,MF,Lecce,2962,0,4,4,0,0,0,9,1,0.6,0.6,2.1,2.7,9.0,16.0
Adam Hložek,"FW,MF",Leverkusen,1286,5,3,8,5,0,0,2,0,2.7,2.7,2.5,5.3,22.0,70.0
Joseph Hodge,MF,Wolves,175,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,1.0,5.0
Nicolas Höfler,MF,Freiburg,2816,0,1,1,0,0,0,9,1,1.7,1.7,0.9,2.7,12.0,10.0
Jonas Hofmann,"FW,MF",M'Gladbach,2680,12,9,21,12,0,1,2,0,7.2,6.6,11.1,17.6,73.0,197.0
Philipp Hofmann,FW,Bochum,2631,8,2,10,8,0,0,5,0,8.8,8.8,2.7,11.5,7.0,117.0
Rob Holding,DF,Arsenal,566,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,3.0,2.0
Lucas Höler,"FW,MF",Freiburg,1503,5,2,7,5,0,0,1,0,3.3,3.3,1.9,5.1,19.0,87.0
Mason Holgate,DF,Everton,507,0,0,0,0,0,0,3,1,1.0,1.0,0.4,1.4,4.0,5.0
Emil Holm,DF,Spezia,1393,1,1,2,1,0,0,4,0,1.2,1.2,1.3,2.5,41.0,82.0
Noah Holm,"FW,MF",Reims,194,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,1.0,8.0
Gerrit Holtmann,"FW,MF",Bochum,945,1,1,2,1,0,0,0,0,2.4,2.4,0.8,3.1,37.0,83.0
Franck Honorat,"FW,MF",Brest,2535,6,5,11,6,0,0,1,0,4.8,4.8,9.4,14.2,98.0,261.0
Jannes Horn,"DF,FW",Bochum,59,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Hountondji,DF,Angers,3095,0,0,0,0,0,0,7,0,1.1,1.1,0.4,1.6,5.0,1.0
