Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Carries,CPA,Rec,PrgR
Simo,79,14,32,46,2,0,0,0,46,0,47,1
Moses Simon,967,5,103,321,567,104,95,34,729,43,669,218
Unai Simón,1007,810,1001,7,0,0,0,0,598,0,480,0
Lassine Sinayoko,787,27,125,329,355,76,60,28,579,22,520,150
Wilfried Singo,1354,46,299,649,420,59,54,30,708,9,849,93
Luis Sinisterra,469,7,50,212,215,32,42,19,281,8,341,84
Daley Sinkgraven,260,13,81,119,61,7,6,3,129,1,161,17
Tobias Sippel,272,229,272,0,0,0,0,0,141,0,147,0
Hugo Siquet,11,2,4,7,0,0,0,0,3,0,5,0
Salvatore Sirigu,40,38,40,0,0,0,0,0,26,0,16,0
Ibrahima Sissoko,803,40,177,464,176,28,17,8,543,1,480,41
Moussa Sissoko,963,32,189,562,240,25,36,15,700,4,618,70
Tim Skarke,50,1,4,15,31,5,2,1,33,1,34,10
Tim Skarke,212,4,25,80,108,10,11,2,99,1,107,26
Ellyes Skhiri,2056,105,583,1207,287,54,32,24,1123,7,1263,61
Oliver Skipp,915,45,245,554,124,7,15,11,496,2,634,25
Leo Skiri Østigård,401,35,176,209,17,2,0,0,259,0,271,1
Łukasz Skorupski,1311,1189,1306,5,0,0,0,0,707,0,553,0
Robert Skov,906,32,210,373,335,37,27,7,453,12,481,97
Milan Škriniar,1546,151,741,721,90,13,3,3,976,0,1137,10
Naatan Skyttä,14,1,2,7,5,3,0,0,11,0,10,2
Islam Slimani,467,13,30,269,170,45,13,4,357,2,377,61
Chris Smalling,1657,254,977,637,52,34,4,2,877,0,1002,7
Adam Smith,1527,112,602,650,296,17,30,6,647,3,771,54
Emile Smith Rowe,102,1,14,37,51,9,5,2,68,0,71,11
Hrvoje Smolčić,432,72,234,188,12,4,2,2,231,0,254,1
Cédric Soares,27,2,8,9,10,0,0,0,14,0,20,0
Cédric Soares,213,10,58,89,66,3,2,2,120,1,140,12
Danilo Soares,1251,90,469,643,154,2,22,8,507,2,522,24
Eduard Sobol,479,19,97,230,156,8,25,11,300,2,277,54
Rubén Sobrino,952,37,209,401,359,75,75,29,542,12,579,81
Alex Sola,252,12,73,99,84,6,16,7,116,1,131,19
Dominic Solanke,1012,54,157,423,454,159,110,45,637,36,730,167
Augusto Solari,160,1,28,88,45,6,5,1,88,1,105,14
Ola Solbakken,227,8,28,94,109,20,14,5,134,7,156,35
Nikola Soldo,421,47,230,182,13,7,3,0,236,0,261,0
Carlos Soler,143,2,13,62,68,4,2,1,83,0,98,7
Carlos Soler,749,14,105,359,290,25,12,5,626,2,594,67
François-Joseph Sollacaro,150,121,150,0,0,0,0,0,83,0,45,0
Manor Solomon,292,9,62,91,147,11,37,19,191,2,186,51
Yann Sommer,779,603,770,9,0,0,2,2,525,0,505,0
Yann Sommer,638,444,636,2,0,0,0,0,420,0,405,0
Brandon Soppy,48,2,8,19,21,3,6,1,33,0,27,4
Brandon Soppy,413,8,90,185,143,22,26,6,220,6,241,35
David Soria,1224,1011,1216,11,0,0,0,0,541,0,291,0
Roberto Soriano,739,25,110,393,249,27,14,6,470,0,568,66
Borna Sosa,1630,51,386,631,630,20,33,17,890,8,999,152
Joaquin Sosa,445,49,243,195,8,3,4,3,281,0,296,1
Hugo Sotelo,24,0,5,16,3,0,0,0,20,0,24,0
Florian Sotoca,1887,55,212,915,775,140,40,16,1446,16,1434,302
Riccardo Sottil,368,1,17,88,268,52,47,13,302,28,316,123
Tomáš Souček,1366,124,432,652,288,71,17,2,544,0,742,52
Matìas Soulé,235,4,45,93,99,16,25,12,143,4,158,33
Moussa Soumano,101,1,4,54,43,10,7,5,69,4,72,19
Adama Soumaoro,1226,158,649,557,23,7,3,2,721,0,830,1
Boubakary Soumaré,1091,45,319,675,112,2,22,12,588,0,733,20
Arnaud Souquet,185,17,57,93,37,3,7,2,98,0,86,14
Dyego Sousa,256,16,34,110,114,35,13,5,131,4,190,39
Harry Souttar,663,104,365,282,20,15,5,3,390,1,420,4
Vinicius Souza,1242,79,337,746,164,20,19,10,543,2,614,14
Djibril Sow,1810,50,361,1190,276,25,21,11,1100,4,1234,29
Çağlar Söyüncü,382,71,226,147,12,7,1,1,185,0,203,0
Kevin Spadanuda,405,12,74,172,167,27,44,23,280,8,247,56
Djed Spence,12,0,3,1,8,2,1,0,8,1,10,2
Djed Spence,394,23,102,204,98,8,27,15,268,5,240,18
Stijn Spierings,2428,96,582,1532,340,20,40,16,1843,4,1616,30
Leonardo Spinazzola,1157,36,296,560,319,41,59,25,698,24,745,87
Marco Sportiello,486,429,481,5,0,0,0,0,277,0,202,0
Jack Stacey,174,17,67,62,47,2,8,3,74,1,78,15
Anton Stach,1172,34,212,644,345,50,51,25,549,7,655,77
Kostas Stafylidis,564,43,187,288,92,3,14,8,240,1,267,14
Jens Stage,834,47,200,429,213,57,16,9,368,6,485,55
Veit Stange,3,0,2,1,0,0,1,1,1,0,1,0
Josip Stanišić,689,29,206,370,117,5,9,5,452,1,506,35
Junior Stanislas,34,0,3,15,16,3,0,0,18,0,27,5
Jay Stansfield,35,2,7,14,15,7,0,0,13,0,23,4
Niklas Stark,1516,174,812,673,39,11,2,2,839,0,909,3
Jason Steele,574,469,570,4,0,0,1,1,377,0,354,0
Calvin Stengs,119,0,14,47,61,6,10,6,105,1,100,16
Pascal Stenzel,259,14,90,117,54,2,4,0,109,2,131,5
Jack Stephens,33,4,8,17,8,0,0,0,16,0,25,0
Jack Stephens,665,125,364,275,28,7,3,3,368,0,398,3
Raheem Sterling,910,8,63,278,583,121,93,39,651,39,749,186
Angelo Stiller,466,17,106,243,121,11,7,3,226,0,266,16
Lars Stindl,980,22,127,554,301,47,22,8,552,2,771,89
Kevin Stöger,1917,32,281,1081,571,37,52,22,901,3,1134,98
Petar Stojanović,1210,60,387,539,293,15,35,13,663,5,710,51
John Stones,1690,101,544,942,210,27,10,6,1080,1,1312,34
Jørgen Strand Larsen,576,29,56,277,248,84,31,14,348,9,438,73
Tony Strata,51,7,30,22,0,0,0,0,31,0,22,0
Gabriel Strefezza,1285,14,131,531,648,68,92,36,839,19,935,177
Dávid Strelec,60,0,2,29,29,12,3,0,32,0,45,14
Pascal Struijk,1619,92,538,708,379,31,18,9,700,1,803,53
Cristhian Stuani,281,5,28,133,121,56,4,0,137,1,193,26
Damián Suárez,1169,42,299,580,306,15,34,13,462,5,542,72
Denis Suárez,541,9,79,302,167,12,28,19,311,2,363,34
Mario Suárez,4,0,1,3,0,0,0,0,2,0,2,0
Gabriel Suazo,976,57,306,483,199,15,34,22,697,2,611,66
Isaac Success,831,20,48,356,439,101,64,30,569,13,735,200
Niklas Süle,2031,178,811,1013,217,40,10,9,1321,1,1527,57
Ibrahim Sulemana,281,26,89,151,49,8,13,5,131,0,118,5
Kamaldeen Sulemana,431,7,47,175,222,44,68,36,277,18,294,80
Kamaldeen Sulemana,230,2,19,82,133,25,32,15,189,10,170,57
Crysencio Summerville,637,10,99,241,311,70,60,24,420,19,438,92
Ivan Šunjić,478,31,127,305,54,7,6,0,199,2,240,6
Sam Surridge,137,9,27,55,59,15,5,2,71,1,93,17
Suso,675,6,59,235,392,23,42,25,461,7,521,96
Yuito Suzuki,23,1,2,10,12,4,3,2,14,2,16,6
Mattias Svanberg,811,29,137,393,300,59,45,17,431,8,483,85
Mile Svilar,79,70,79,0,0,0,0,0,46,0,26,0
Williot Swedberg,27,2,5,12,11,1,2,1,16,0,15,5
Issiaga Sylla,984,64,282,473,239,14,29,9,629,3,536,65
Issiaga Sylla,1027,56,261,448,332,17,34,10,668,5,576,107
Wojciech Szczęsny,837,731,833,4,0,0,1,1,498,0,406,0
Dominik Szoboszlai,1908,28,235,952,750,56,105,53,1134,12,1294,157
Alexander Sørloth,807,29,64,331,431,107,75,29,458,19,591,132
Alexander Sørloth,3,0,0,0,3,3,1,0,1,0,1,1
Nicolás Tagliafico,2237,86,527,1118,610,48,38,10,1539,5,1405,171
Jonathan Tah,1895,223,952,915,40,19,9,7,1075,0,1269,4
Benjamin Tahirovic,194,10,58,112,26,1,2,1,91,0,117,3
Waniss Taibi,171,4,35,98,39,2,3,2,125,1,118,7
Flavien Tait,1268,29,143,803,336,44,45,22,1056,13,962,56
Montassar Talbi,2365,481,1500,847,28,16,11,7,1681,0,1547,0
Thibault Tamas,9,1,3,3,3,0,0,0,7,0,6,1
Adrien Tameze,1428,97,380,829,244,21,53,26,713,4,739,58
Japhet Tanganga,109,5,48,59,3,0,2,1,68,0,71,2
Renato Tapia,993,65,318,564,120,9,19,11,582,1,648,8
Edmond Tapsoba,2522,254,1143,1286,109,20,25,16,1516,0,1668,10
Florian Tardieu,870,36,218,503,158,11,12,7,650,4,584,17
Matt Targett,463,20,149,186,131,0,2,2,197,0,241,13
James Tarkowski,2119,369,1090,926,113,81,10,9,982,1,1209,11
Ciprian Tătărușanu,587,509,587,0,0,0,0,0,359,0,315,0
Niklas Tauer,70,5,23,38,10,1,0,0,40,0,47,4
Nuno Tavares,1779,45,361,685,765,88,138,54,1213,19,1114,245
Marcus Tavernier,1008,37,200,390,450,59,96,45,592,21,636,137
Enzo Tchato,687,46,190,301,204,9,13,4,399,2,377,57
Aurélien Tchouaméni,1990,94,470,1234,298,29,39,28,1291,4,1533,23
Mathys Tel,240,4,11,98,132,37,30,10,164,6,189,59
Semir Telalovic,4,0,0,1,3,0,0,0,3,0,4,0
Alex Telles,880,57,287,348,252,11,28,14,400,4,461,80
Marc-André ter Stegen,1457,1076,1436,22,0,0,0,0,963,0,851,0
Simon Terodde,505,10,39,244,224,87,13,2,218,3,362,68
Filippo Terracciano,439,21,110,224,113,9,12,6,217,0,242,24
Pietro Terracciano,1135,893,1125,10,0,0,1,1,602,0,612,0
Ramón Terrats,528,18,95,284,151,16,29,15,330,2,399,32
Ramón Terrats,129,8,38,70,23,2,5,2,73,0,87,4
Martin Terrier,782,12,65,361,362,85,26,9,580,9,591,137
Aleksa Terzić,824,26,220,341,272,9,27,16,484,4,511,61
Tetê,350,5,59,165,134,30,33,20,212,15,237,55
Tetê,649,3,58,252,351,60,54,21,506,27,482,130
Kenny Tete,1896,107,556,877,489,30,37,21,821,4,946,69
Florian Thauvin,292,4,15,138,144,19,33,10,187,5,216,49
Arthur Theate,2856,222,1081,1644,141,40,14,7,2313,0,2163,4
Malick Thiaw,1196,108,546,613,44,15,4,1,732,0,824,2
Malick Thiaw,171,36,105,62,4,3,2,1,76,0,91,0
Jan Thielmann,373,7,46,146,192,31,35,19,230,9,245,66
Sada Thioub,640,14,116,301,234,21,35,16,474,5,447,78
Luke Thomas,786,39,319,359,115,3,12,6,355,1,414,13
Adrien Thomasson,640,9,88,305,249,50,16,8,481,3,453,73
Adrien Thomasson,707,24,124,342,246,47,18,12,554,2,518,98
Morten Thorsby,297,28,85,118,94,23,2,0,115,0,127,21
Kristian Thorstvedt,629,20,97,366,178,36,15,7,339,7,445,54
Khéphren Thuram,1667,64,365,946,396,61,77,46,1322,18,1223,77
Marcus Thuram,945,35,86,421,454,175,92,41,603,47,717,170
Alexis Tibidi,25,0,2,13,11,0,3,2,20,0,23,4
Youri Tielemans,1877,62,436,1080,382,14,35,26,952,1,1309,56
Kieran Tierney,579,23,153,244,183,15,12,3,316,3,338,31
Steffen Tigges,531,20,45,259,230,85,23,10,247,10,340,81
Jean-Clair Todibo,2514,304,1267,1222,57,24,28,20,1980,0,1760,6
Harry Toffolo,498,48,175,179,151,12,9,3,191,4,223,43
Umut Tohumcu,125,6,26,67,33,1,6,1,59,0,60,4
Karl Toko Ekambi,378,5,23,183,176,51,19,12,295,16,295,87
Karl Toko Ekambi,778,11,69,308,411,85,53,26,646,24,625,188
Corentin Tolisso,2164,70,409,1370,400,23,18,7,1748,2,1636,52
Jeremy Toljan,1817,79,630,868,328,23,13,7,970,3,1105,99
Rafael Tolói,2031,161,834,922,297,43,15,6,1095,0,1291,29
Raúl de Tomás,275,12,21,106,152,43,29,17,205,5,231,51
Tiago Tomás,510,8,57,199,259,55,58,19,322,16,382,95
Takehiro Tomiyasu,557,26,138,293,130,17,4,1,311,1,344,28
James Tomkins,208,34,142,59,7,3,1,1,117,0,130,1
Fikayo Tomori,2218,243,1089,1078,63,14,6,3,1258,0,1423,10
Sandro Tonali,1836,48,356,1007,491,33,23,9,937,2,1154,86
Lorenzo Tonelli,8,0,4,4,0,0,0,0,4,0,4,0
Ivan Toney,1219,50,141,529,557,156,54,16,625,8,889,165
Pablo Torre,114,3,12,49,55,1,7,3,69,0,87,16
David Torres,254,19,105,137,14,1,1,1,152,0,176,2
Ferrán Torres,756,10,67,256,441,87,68,30,489,23,598,180
Óliver Torres,1314,10,156,629,550,55,42,15,886,6,980,156
Pau Torres,2495,361,1186,1174,154,32,35,26,1573,0,1708,12
Roberto Torres,14,0,1,6,8,0,2,1,12,0,12,1
Lucas Torró,1459,91,365,873,233,32,21,11,631,1,770,17
Nabil Touaizi,2,0,0,0,2,1,0,0,1,0,1,1
Almamy Touré,286,14,114,146,26,5,8,6,152,2,178,8
Birama Touré,1904,94,514,1188,214,14,23,11,1280,1,1118,25
Mohamed Toure,13,0,1,2,10,7,4,2,9,3,9,5
Souleymane Touré,49,6,23,25,2,0,1,0,31,0,29,1
Souleymane Touré,963,137,488,437,50,17,18,8,680,0,615,6
Lucas Tousart,1347,85,351,720,296,81,53,23,543,7,631,79
Yoann Touzghar,143,5,12,79,52,10,6,2,93,1,101,24
Adama Traoré,714,18,102,251,379,56,104,49,461,25,555,156
Bertrand Traoré,114,0,8,41,66,13,4,1,81,5,89,28
Boubacar Traoré,185,6,51,110,26,2,9,4,90,0,104,2
Charles Traore,288,30,123,129,38,2,2,0,159,0,134,8
Hamari Traoré,2083,90,426,1130,537,64,18,9,1512,8,1399,162
Kevin Trapp,957,854,951,6,0,0,0,0,493,0,417,0
Mark Travers,402,373,401,1,0,0,0,0,182,0,145,0
Óscar Trejo,1338,17,120,694,550,72,118,57,836,13,995,110
Manu Trigueros,599,14,76,354,173,7,5,2,368,0,487,22
Christopher Trimmel,1190,63,324,470,405,28,16,8,453,8,521,80
Théo Trinker,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Trippier,3102,124,774,1282,1066,26,35,19,1300,1,1593,151
William Troost-Ekong,226,27,128,94,5,3,0,0,127,0,130,0
Leandro Trossard,567,9,64,179,331,43,26,15,374,10,417,102
Leandro Trossard,697,3,62,278,368,90,40,14,429,24,531,118
Adrien Truffert,1656,65,410,790,467,30,46,21,1071,9,979,166
Frank Tsadjout,404,11,35,197,176,49,19,12,209,5,299,63
Kostas Tsimikas,713,23,170,281,268,22,15,4,355,5,409,77
Theocharis Tsingaras,5,0,0,4,1,0,0,0,3,0,3,0
Viktor Tsyhankov,737,17,110,311,331,49,31,17,463,19,525,120
Alessandro Tuia,267,26,136,127,7,2,4,2,106,0,123,0
Martin Turk,156,142,156,0,0,0,0,0,82,0,59,0
Beñat Turrientes,61,3,17,29,15,0,3,1,30,0,34,4
Tuta,2246,237,1047,1111,114,27,20,11,1332,2,1380,17
Destiny Udogie,1503,67,346,652,545,76,122,51,904,31,902,155
Ike Ugbo,222,7,19,125,79,22,17,6,138,6,152,34
Lesley Ugochukwu,790,36,172,546,80,7,22,14,611,4,557,11
Samir Ujkani,3,3,3,0,0,0,0,0,2,0,1,0
Sven Ulreich,139,123,139,1,0,0,0,0,97,0,80,0
Lauren Ulrich,8,0,0,1,7,1,0,0,1,0,3,0
Samuel Umtiti,1107,123,538,543,37,10,13,6,529,0,530,2
Enes Ünal,1117,43,91,506,535,138,43,21,618,15,893,148
Deniz Undav,231,4,19,97,116,42,6,4,120,4,179,40
Cengiz Ünder,1440,18,139,528,792,130,96,39,1070,30,985,262
Dayot Upamecano,2569,234,1177,1314,92,18,15,10,1844,2,1895,7
Filip Uremović,882,109,514,338,33,17,2,2,384,0,393,1
Oscar Ureña,41,0,7,14,22,4,5,4,28,1,29,10
Jere Uronen,192,11,61,91,41,1,2,2,132,0,119,14
Jere Uronen,447,23,113,229,109,1,10,1,186,0,210,17
Mark Uth,20,0,0,12,8,3,2,1,8,0,12,1
Josha Vagnoman,765,38,200,293,281,48,35,22,387,7,465,93
Diego Valencia,109,4,24,46,41,4,2,0,59,0,66,21
Óscar Valentín,1501,67,337,977,200,17,20,7,762,1,829,17
Emanuele Valeri,1610,64,418,642,584,56,71,18,805,20,838,158
Yan Valery,28,3,7,18,3,0,0,0,17,0,20,0
Yan Valery,1603,112,501,746,379,14,69,33,1045,6,919,74
Martin Valjent,1405,206,759,594,62,5,5,0,719,2,767,3
Jesús Vallejo,14,4,9,3,2,2,0,0,10,0,11,0
Manu Vallejo,110,1,12,45,54,8,4,1,67,2,85,25
Mattia Valoti,231,9,53,133,48,5,10,3,114,0,152,9
Federico Valverde,1870,35,229,857,800,54,44,31,1190,8,1485,135
Virgil van Dijk,2876,361,1327,1427,128,66,1,1,1760,2,2085,8
Vanderson,1689,60,350,766,583,51,67,27,1098,9,966,175
Raphaël Varane,1293,153,611,631,54,18,10,6,797,0,850,4
Jamie Vardy,438,32,59,176,206,71,29,12,192,13,261,101
Ruben Vargas,518,24,92,198,241,33,47,21,277,3,305,68
Johan Vásquez,1060,161,587,401,82,23,14,11,505,1,543,12
Jesus Vazquez,231,7,58,94,80,7,16,6,132,2,125,17
Kevin Vázquez,269,16,101,117,51,2,2,2,125,0,145,14
Lucas Vázquez,1059,25,263,422,377,46,25,14,672,16,771,145
Matías Vecino,1165,65,278,712,184,25,6,3,564,3,817,17
Gabriel Veiga,1062,19,137,565,387,67,75,39,656,15,694,88
Renato Veiga,416,57,206,171,47,7,15,10,199,3,199,6
Miloš Veljković,1645,194,935,679,39,15,4,3,905,0,1027,3
Miguel Veloso,723,31,168,403,168,7,8,4,309,1,328,22
Joël Veltman,1740,92,563,895,293,23,20,5,952,2,1065,49
Micky van de Ven,2043,188,981,935,141,21,32,19,1232,5,1330,23
Unai Vencedor Paris,149,5,28,93,29,4,2,1,76,1,94,3
Lorenzo Venuti,695,25,202,332,165,10,6,3,364,2,441,43
Daniele Verde,538,11,63,219,261,30,17,6,301,8,345,57
Simone Verdi,567,6,50,281,250,25,63,35,327,3,357,57
Gonzalo Verdú,418,62,238,167,16,12,0,0,223,0,251,0
Jordan Veretout,2376,89,399,1489,511,33,18,12,1860,6,1702,73
Marco Verratti,2783,69,527,1743,538,26,53,29,2376,5,2274,52
Valerio Verre,493,8,64,285,153,16,20,10,284,6,330,27
Mikel Vesga,1800,66,338,1118,355,32,18,10,962,4,1152,31
Guglielmo Vicario,1365,1120,1363,2,0,0,0,0,820,0,736,0
João Victor,539,41,188,281,80,6,11,6,338,1,293,14
Aleix Vidal,489,19,99,205,188,15,19,7,238,3,250,53
Clément Vidal,970,130,498,450,33,16,1,1,624,0,556,3
Nacho Vidal,776,58,233,313,234,16,27,13,311,4,363,52
Gabriel Vidovic,14,0,1,6,7,2,0,0,7,0,12,2
Fabio Vieira,356,6,27,162,170,27,18,6,215,1,255,40
Ronaldo Vieira,13,3,3,5,5,1,0,0,2,0,5,0
Ronaldo Vieira,522,34,138,337,50,3,3,2,288,1,315,5
Emanuel Vignato,116,0,23,57,37,2,2,1,76,0,89,4
Emanuel Vignato,60,1,9,28,23,3,1,1,33,1,43,5
Samuele Vignato,45,0,2,19,24,8,4,3,31,3,39,6
Tonny Vilhena,1091,32,202,609,294,19,39,17,591,3,682,59
Toni Villa,45,0,7,17,22,1,5,1,27,0,27,5
Toni Villa,486,3,60,167,271,44,71,24,323,20,347,91
Asier Villalibre,27,1,1,7,19,7,0,0,14,0,22,9
Gonzalo Villar,453,19,102,288,65,1,6,3,247,0,274,2
Gonzalo Villar,312,8,48,209,62,5,20,13,176,2,184,9
Iván Villar,630,553,626,5,0,0,0,0,318,0,250,0
Matías Viña,289,27,114,105,74,11,24,10,122,5,136,19
Matías Viña,49,3,17,18,14,1,1,1,19,1,14,4
Rúben Vinagre,31,1,7,16,9,0,3,1,15,0,17,1
Carlos Vinícius,330,11,24,136,174,57,16,5,183,6,249,46
Alan Virginius,122,1,8,30,85,23,7,0,86,8,81,32
Mattia Viti,424,57,222,189,15,2,12,5,320,0,296,1
Vitinha,198,6,14,82,107,42,11,5,133,2,121,41
Vitinha,2189,41,325,1299,584,38,53,31,1872,5,1786,94
Daniel Vivian,1719,143,804,857,71,26,11,4,1028,0,1039,5
Dušan Vlahović,610,12,35,293,292,102,33,14,347,12,460,117
Nikola Vlašić,1296,16,131,548,641,116,64,30,782,28,968,210
Joel Voelkerling Persson,49,1,1,26,23,3,1,1,22,0,34,10
Kevin Vogt,1352,173,693,636,28,0,2,2,849,0,859,3
Mërgim Vojvoda,1304,37,302,627,389,39,22,12,686,10,841,81
Kevin Volland,267,2,15,122,133,37,5,1,210,5,213,60
Cristian Volpato,138,2,13,64,63,11,9,4,100,3,112,24
Lukáš Vorlický,36,0,5,14,19,2,7,4,30,2,26,3
Aster Vranckx,156,0,23,106,27,4,7,3,102,1,118,5
Aster Vranckx,4,2,2,1,1,0,0,0,2,0,0,0
Stefan de Vrij,1423,159,709,681,35,24,5,4,797,0,937,0
Robert Wagner,26,3,6,10,10,2,1,0,7,0,10,2
Elye Wahi,717,5,36,307,383,125,76,29,535,36,545,190
Walace,2151,121,649,1266,260,15,28,11,1222,0,1297,36
Theo Walcott,384,13,75,151,169,44,24,12,224,10,256,62
Luca Waldschmidt,202,4,28,110,64,15,2,1,106,0,146,26
Kyle Walker,1996,57,438,1198,370,15,19,13,1189,2,1542,75
Kyle Walker-Peters,1692,90,469,731,520,50,103,49,877,19,917,114
Sebastian Walukiewicz,459,82,298,156,6,3,4,4,264,0,326,0
Aaron Wan-Bissaka,1026,75,346,400,286,44,35,17,524,4,600,64
Paul Wanner,13,1,3,6,4,2,2,2,10,1,11,4
Danny Ward,1000,806,996,5,0,0,0,0,559,0,482,0
Joel Ward,1469,119,546,637,292,21,9,7,620,1,761,46
James Ward-Prowse,2484,97,447,1380,667,28,20,7,1172,1,1462,58
Ollie Watkins,927,47,86,365,488,164,65,18,475,32,684,196
Timothy Weah,1183,24,225,571,404,38,37,20,878,13,825,169
Adam Webster,1888,170,819,969,108,27,8,3,1228,0,1369,9
Wout Weghorst,291,16,45,151,97,26,12,4,161,0,206,41
Julian Weigl,1348,53,374,894,87,12,13,9,745,0,979,7
Nelson Weiper,61,1,4,14,44,12,7,0,33,2,45,19
Mitchell Weiser,1789,66,390,861,566,78,121,43,907,18,997,169
Noah Weißhaupt,214,14,59,98,58,8,16,7,132,4,136,31
Shon Weissman,160,6,19,86,57,25,5,2,76,3,91,15
Danny Welbeck,693,23,44,281,376,117,45,22,407,10,519,134
Marcel Wenig,13,0,2,8,3,1,0,0,7,1,11,0
Axel Werner,74,57,72,2,0,0,1,1,38,0,37,0
Timo Werner,904,6,65,367,479,133,64,27,578,44,716,209
Ben White,2532,103,554,1305,685,48,29,8,1448,3,1698,124
Harvey White,8,0,0,4,4,0,0,0,5,0,5,1
Joseph Whitworth,87,79,87,0,0,0,0,0,52,0,50,0
Silvan Widmer,1049,38,266,504,287,50,14,8,464,3,508,91
Mateusz Wieteska,1925,256,1017,868,57,31,13,11,1358,0,1211,8
Georginio Wijnaldum,274,9,37,151,90,30,21,11,154,5,181,33
Iñaki Williams,1182,38,103,389,707,181,105,47,756,57,915,341
Neco Williams,1153,82,445,422,309,23,55,19,555,5,532,67
Nico Williams,1382,11,132,376,898,148,200,83,891,64,963,321
Willian,1121,10,118,419,602,78,71,37,749,29,831,152
Joe Willock,1324,37,202,586,556,114,93,37,784,33,896,152
Callum Wilson,482,8,25,179,281,124,36,12,303,16,360,118
Harry Wilson,551,18,89,214,253,37,33,12,343,8,397,87
Patrick Wimmer,820,16,100,310,425,67,66,26,446,13,480,133
Jonas Wind,536,16,42,267,232,62,20,7,302,1,406,89
Harry Winks,1117,49,274,686,171,4,27,17,675,0,734,17
Frederik Winther,49,11,31,16,2,0,0,0,15,0,18,0
Florian Wirtz,787,6,73,411,315,35,85,48,487,9,580,86
Przemysław Wiśniewski,635,99,389,215,33,7,5,2,322,0,373,1
Yoane Wissa,517,14,67,193,268,62,44,20,312,11,345,104
Axel Witsel,1521,168,634,810,82,18,7,6,949,0,1059,11
Maximilian Wöber,858,110,381,400,81,17,1,0,426,0,438,15
Hannes Wolf,251,8,41,119,95,17,24,6,149,5,185,37
Marius Wolf,1265,42,350,522,411,50,62,34,711,13,826,151
Jeong Woo-yeong,319,5,47,136,140,27,23,8,190,5,225,36
Chris Wood,149,8,19,70,60,16,2,1,52,0,101,23
Chris Wood,99,4,12,57,31,8,2,0,50,0,79,12
Christopher Wooh,722,70,290,419,15,8,2,2,572,0,541,0
Christopher Wooh,3,0,1,2,0,0,0,0,2,0,2,0
Joe Worrall,1408,213,813,524,75,29,4,3,684,1,796,1
Xeka,380,12,74,248,61,6,6,1,276,0,242,13
Granit Xhaka,1891,84,341,900,658,106,28,15,1113,9,1397,175
Lamine Yamal,12,0,0,1,11,1,2,0,9,0,10,2
Jawad El Yamiq,1163,177,613,519,45,19,14,10,606,3,660,3
Ryan Yates,790,66,235,418,143,34,9,4,303,3,384,27
Yusuf Yazıcı,116,1,15,48,54,6,6,1,95,0,90,18
Kelvin Yeboah,139,3,17,47,82,22,28,15,76,6,84,25
Gerard Yepes,128,6,20,90,19,2,1,0,59,1,72,6
Darlin Yongwa,451,20,98,167,190,28,48,13,311,8,273,70
Leny Yoro,641,51,293,348,4,3,3,3,498,0,460,1
Maya Yoshida,1716,245,997,678,56,22,8,6,837,1,920,4
Ashley Young,1411,86,502,675,252,10,22,8,701,4,767,33
Mohamed Youssouf,1595,94,490,768,345,5,33,11,886,0,770,83
Illia Zabarnyi,234,37,159,74,2,0,2,1,166,0,174,0
Mattia Zaccagni,1402,16,162,628,636,120,126,60,976,42,1136,282
Dan-Axel Zagadou,1150,155,631,497,28,20,1,1,673,0,787,0
Wilfried Zaha,1040,12,100,388,567,143,137,55,729,59,821,238
Warren Zaire-Emery,726,26,123,426,192,21,29,16,584,4,545,54
Denis Zakaria,218,12,66,113,44,2,9,6,140,2,159,3
Denis Zakaria,51,2,14,30,9,1,0,0,27,0,36,3
Rodrigo Zalazar,667,9,94,304,296,40,83,35,347,4,351,47
Joseba Zaldúa,356,36,128,139,90,4,10,3,134,2,166,20
Nicola Zalewski,1522,35,416,701,425,33,71,29,839,21,942,99
Andre-Frank Zambo Anguissa,2647,47,408,1519,758,88,71,33,1744,9,2108,140
Oliver Zandén,89,8,25,31,33,3,6,3,51,0,45,12
Luca Zanimacchia,416,8,54,156,211,33,14,5,208,8,242,70
Nicolò Zaniolo,344,1,36,153,165,45,47,10,246,10,267,69
Alessandro Zanoli,862,74,326,339,213,22,45,27,455,10,522,60
Alessandro Zanoli,14,0,5,6,3,1,0,0,7,1,11,2
Mattia Zanotti,13,0,4,3,7,1,0,0,5,0,4,2
Duván Zapata,597,17,32,252,319,93,45,20,399,21,492,140
Davide Zappacosta,1122,31,261,415,456,56,57,17,607,18,692,101
Oier Zarraga,447,7,60,229,168,12,7,5,271,2,304,32
Akim Zedadka,921,70,298,398,232,21,35,9,547,4,472,71
Akim Zedadka,252,10,71,115,69,7,8,3,188,1,173,18
Karim Zedadka,20,1,4,10,6,2,1,0,13,1,15,4
Deyovaisio Zeefuik,10,0,2,6,3,2,1,0,6,1,5,1
Marvin Zeegelaar,223,13,90,90,47,7,10,8,126,1,139,11
Mehdi Zeffane,360,19,79,178,110,11,9,4,262,3,223,31
Aaron Zehnter,3,0,1,2,0,0,0,0,0,0,0,0
Jordan Zemura,808,46,302,297,222,31,40,18,375,10,409,48
Arber Zeneli,602,7,55,220,339,56,60,17,430,29,398,118
